year,state,naics_sector,tech_type,use_level,used_tech,n_firms,n_emp,revenue,payroll
2018,16,Total,specialized equipment,Did not use,Did not use,26058,216212,0,7548708
2018,16,Total,specialized equipment,"Tested, but did not use in production or service",Tested only,131,1052,0,38016
2018,16,Total,specialized equipment,Low use,Used,2256,34253,0,1363583
2018,16,Total,specialized equipment,High use,Used,2823,69645,0,4531196
2018,16,Total,specialized equipment,Don't know,Unknown,2010,74083,0,3904141
2018,17,Total,artificial intelligence,Did not use,Did not use,186978,2803846,0,142594151
2018,17,Total,artificial intelligence,"Tested, but did not use in production or service",Tested only,1109,94106,0,7119207
2018,17,Total,artificial intelligence,Low use,Used,3244,356673,0,25073382
2018,17,Total,artificial intelligence,Moderate use,Used,2162,193526,0,17866983
2018,17,Total,artificial intelligence,High use,Used,897,23012,0,1917554
2018,17,Total,artificial intelligence,Don't know,Unknown,13471,619879,0,59240666
2018,17,Total,cloud-based,Did not use,Did not use,128770,1330164,0,58262369
2018,17,Total,cloud-based,"Tested, but did not use in production or service",Tested only,1907,57802,0,4136259
2018,17,Total,cloud-based,Low use,Used,21743,485763,0,25884303
2018,17,Total,cloud-based,Moderate use,Used,24233,841732,0,60915741
2018,17,Total,cloud-based,High use,Used,19990,821149,0,50883195
2018,17,Total,specialized software,Did not use,Did not use,117628,1184519,0,52885795
2018,17,Total,cloud-based,Don't know,Unknown,12703,569269,0,54617164
2018,17,Total,specialized software,"Tested, but did not use in production or service",Tested only,1117,38292,0,2684615
2018,17,Total,specialized software,Low use,Used,16237,274923,0,17101876
2018,17,Total,specialized software,Moderate use,Used,27082,795911,0,50743828
2018,17,Total,specialized software,High use,Used,33244,1121576,0,70151784
2018,17,Total,specialized software,Don't know,Unknown,12670,676082,0,60263051
2018,17,Total,robotics,Did not use,Did not use,195526,2858328,0,147470759
2018,17,Total,robotics,"Tested, but did not use in production or service",Tested only,595,117511,0,10641729
2018,17,Total,robotics,Low use,Used,2239,250045,0,17737395
2018,17,Total,robotics,Moderate use,Used,1591,175523,0,14279489
2018,17,Total,robotics,High use,Used,807,194957,0,13290854
2018,17,Total,robotics,Don't know,Unknown,8589,510369,0,51298103
2018,17,Total,specialized equipment,Did not use,Did not use,159545,2128755,0,106520764
2018,17,Total,specialized equipment,High use,Used,11115,517311,0,34097903
2018,17,Total,specialized equipment,"Tested, but did not use in production or service",Tested only,426,22958,0,2650599
2018,17,Total,specialized equipment,Low use,Used,12123,304292,0,17753437
2018,17,Total,specialized equipment,Moderate use,Used,14284,484402,0,31904623
2018,17,Total,specialized equipment,Don't know,Unknown,11857,647398,0,61708373
2018,18,Total,artificial intelligence,High use,Used,187,7980,0,675713
2018,18,Total,artificial intelligence,Don't know,Unknown,5191,272178,0,12351622
2018,18,Total,cloud-based,Did not use,Did not use,57207,730190,0,27868173
2018,18,Total,cloud-based,"Tested, but did not use in production or service",Tested only,864,26932,0,1520771
2018,18,Total,cloud-based,Low use,Used,11012,332089,0,15386418
2018,18,Total,cloud-based,Moderate use,Used,11118,538910,0,33571924
2018,18,Total,cloud-based,High use,Used,9571,413152,0,16864559
2018,18,Total,cloud-based,Don't know,Unknown,4923,201676,0,10502074
2018,18,Total,specialized software,Did not use,Did not use,49763,701911,0,26169141
2018,18,Total,specialized software,High use,Used,16425,602714,0,29853885
2018,18,Total,specialized software,"Tested, but did not use in production or service",Tested only,363,12518,0,569343
2018,18,Total,specialized software,Low use,Used,7966,202142,0,10577725
2018,18,Total,specialized software,Moderate use,Used,14411,491543,0,26453376
2018,18,Total,specialized software,Don't know,Unknown,5217,228813,0,11947296
2018,18,Total,robotics,Did not use,Did not use,88668,1514529,0,64959525
2018,18,Total,robotics,"Tested, but did not use in production or service",Tested only,205,33837,0,1978350
2018,18,Total,robotics,Low use,Used,1337,162159,0,8791896
2018,18,Total,robotics,Moderate use,Used,668,159614,0,11594650
2018,18,Total,robotics,High use,Used,553,117232,0,5679852
2018,18,Total,robotics,Don't know,Unknown,3300,255610,0,12707970
2018,18,Total,specialized equipment,Did not use,Did not use,69226,1067686,0,42587022
2018,18,Total,specialized equipment,"Tested, but did not use in production or service",Tested only,187,3574,0,198718
2018,18,Total,specialized equipment,Low use,Used,6478,227825,0,12974048
2018,18,Total,specialized equipment,Moderate use,Used,7219,336210,0,19047064
2018,18,Total,specialized equipment,High use,Used,5964,314389,0,16628377
2018,18,Total,specialized equipment,Don't know,Unknown,5649,293377,0,14279408
2018,18,Total,artificial intelligence,Moderate use,Used,690,71796,0,4850636
2018,18,Total,artificial intelligence,Did not use,Did not use,85833,1576233,0,69087462
2018,18,Total,artificial intelligence,"Tested, but did not use in production or service",Tested only,267,63103,0,3231954
2018,18,Total,artificial intelligence,Low use,Used,1946,248258,0,15372210
2018,19,Total,artificial intelligence,Did not use,Did not use,51303,734486,0,29772523
2018,19,Total,artificial intelligence,"Tested, but did not use in production or service",Tested only,144,50623,0,1676393
2018,19,Total,artificial intelligence,Low use,Used,969,130766,0,6848237
2018,19,Total,artificial intelligence,Moderate use,Used,573,50085,0,2889966
2018,19,Total,artificial intelligence,High use,Used,308,3837,0,212303
2018,19,Total,artificial intelligence,Don't know,Unknown,3159,154945,0,8589794
2018,19,Total,cloud-based,Did not use,Did not use,37347,331228,0,12220784
2018,19,Total,cloud-based,"Tested, but did not use in production or service",Tested only,222,11474,0,454782
2018,19,Total,cloud-based,Low use,Used,5335,142263,0,5656467
2018,19,Total,cloud-based,Moderate use,Used,5943,287142,0,13847587
2018,19,Total,cloud-based,High use,Used,4674,218055,0,10045991
2018,19,Total,cloud-based,Don't know,Unknown,3121,135711,0,7804413
2018,19,Total,specialized software,Moderate use,Used,6706,199905,0,9111591
2018,19,Total,specialized software,Did not use,Did not use,33063,299156,0,10791082
2018,19,Total,specialized software,"Tested, but did not use in production or service",Tested only,195,3933,0,289526
2018,19,Total,specialized software,Low use,Used,4442,130884,0,6541237
2018,19,Total,specialized software,High use,Used,9378,334493,0,14849298
2018,19,Total,specialized software,Don't know,Unknown,2679,156422,0,8408797
2018,19,Total,robotics,Did not use,Did not use,52964,722385,0,27986731
2018,19,Total,robotics,"Tested, but did not use in production or service",Tested only,137,8445,0,437349
2018,19,Total,robotics,Low use,Used,720,116760,0,5018123
2018,19,Total,robotics,Moderate use,Used,399,71042,0,4612154
2018,19,Total,robotics,High use,Used,422,85416,0,4552809
2018,19,Total,robotics,Don't know,Unknown,2007,122115,0,7438635
2018,19,Total,specialized equipment,Did not use,Did not use,42604,513326,0,19889850
2018,19,Total,specialized equipment,"Tested, but did not use in production or service",Tested only,108,3123,0,157693
2018,19,Total,specialized equipment,Low use,Used,3441,80817,0,3447823
2018,19,Total,specialized equipment,Moderate use,Used,4553,130463,0,6464228
2018,19,Total,specialized equipment,High use,Used,3177,234776,0,10366601
2018,19,Total,specialized equipment,Don't know,Unknown,2764,163649,0,9719266
2018,20,Total,artificial intelligence,Did not use,Did not use,45364,645352,0,29051746
2018,20,Total,artificial intelligence,High use,Used,187,2678,0,206422
2018,20,Total,artificial intelligence,"Tested, but did not use in production or service",Tested only,180,40719,0,2855424
2018,20,Total,artificial intelligence,Low use,Used,826,74335,0,3954730
2018,20,Total,artificial intelligence,Moderate use,Used,632,25425,0,1590560
2018,20,Total,artificial intelligence,Don't know,Unknown,2719,171874,0,7885226
2018,20,Total,cloud-based,Did not use,Did not use,30825,319068,0,12780384
2018,20,Total,cloud-based,"Tested, but did not use in production or service",Tested only,398,30683,0,2194146
2018,20,Total,cloud-based,Low use,Used,5444,99122,0,4976948
2018,20,Total,cloud-based,Moderate use,Used,6434,215056,0,11470844
2018,20,Total,cloud-based,High use,Used,4303,173766,0,8822296
2018,20,Total,cloud-based,Don't know,Unknown,2713,130238,0,5447227
2018,20,Total,specialized software,Did not use,Did not use,27240,267454,0,11046352
2018,20,Total,specialized software,"Tested, but did not use in production or service",Tested only,186,4612,0,247978
2018,20,Total,specialized software,Low use,Used,3863,62137,0,3132254
2018,20,Total,specialized software,Moderate use,Used,7010,191694,0,9129587
2018,20,Total,specialized software,High use,Used,8874,299910,0,16508398
2018,20,Total,robotics,Did not use,Did not use,46923,612030,0,26562293
2018,20,Total,specialized software,Don't know,Unknown,2686,134469,0,5476440
2018,20,Total,robotics,"Tested, but did not use in production or service",Tested only,104,6694,0,395750
2018,20,Total,robotics,Low use,Used,539,77007,0,4375180
2018,20,Total,robotics,Moderate use,Used,427,44781,0,3662373
2018,20,Total,robotics,High use,Used,224,63626,0,3564085
2018,20,Total,robotics,Don't know,Unknown,1939,163832,0,7133332
2018,20,Total,specialized equipment,Did not use,Did not use,37946,438026,0,18460111
2018,20,Total,specialized equipment,"Tested, but did not use in production or service",Tested only,83,2977,0,143618
2018,20,Total,specialized equipment,Low use,Used,2835,55784,0,2786604
2018,20,Total,specialized equipment,Moderate use,Used,3749,128945,0,7036992
2018,20,Total,specialized equipment,High use,Used,2780,164752,0,9389349
2018,20,Total,specialized equipment,Don't know,Unknown,2709,175820,0,7789235
2018,21,Total,artificial intelligence,Did not use,Did not use,51659,873224,0,35200679
2018,21,Total,artificial intelligence,"Tested, but did not use in production or service",Tested only,221,42561,0,2835728
2018,21,Total,artificial intelligence,Low use,Used,869,119913,0,6019383
2018,21,Total,artificial intelligence,Moderate use,Used,614,31886,0,1574507
2018,21,Total,artificial intelligence,High use,Used,174,10320,0,778568
2018,21,Total,artificial intelligence,Don't know,Unknown,3237,185405,0,9550099
2018,21,Total,cloud-based,Did not use,Did not use,35145,450275,0,16993557
2018,21,Total,cloud-based,"Tested, but did not use in production or service",Tested only,380,8348,0,407815
2018,21,Total,cloud-based,Low use,Used,5843,133234,0,6237976
2018,21,Total,cloud-based,Moderate use,Used,6456,244601,0,13346407
2018,21,Total,cloud-based,High use,Used,5615,260581,0,10443096
2018,21,Total,cloud-based,Don't know,Unknown,3624,169976,0,8718106
2018,21,Total,specialized software,Did not use,Did not use,30106,393718,0,13160366
2018,21,Total,specialized software,"Tested, but did not use in production or service",Tested only,214,2675,0,98014
2018,21,Total,specialized software,Don't know,Unknown,3526,176223,0,9399168
2018,21,Total,specialized software,Low use,Used,4592,105140,0,5588551
2018,21,Total,specialized software,Moderate use,Used,8146,246673,0,11688845
2018,21,Total,specialized software,High use,Used,10199,338934,0,16026341
2018,21,Total,robotics,Did not use,Did not use,52980,808917,0,32206608
2018,21,Total,robotics,"Tested, but did not use in production or service",Tested only,93,31255,0,2057621
2018,21,Total,robotics,Low use,Used,702,91060,0,4687791
2018,21,Total,robotics,Moderate use,Used,608,57009,0,3208723
2018,21,Total,robotics,High use,Used,510,85946,0,3563580
2018,21,Total,robotics,Don't know,Unknown,2118,192537,0,10412705
2018,21,Total,specialized equipment,Did not use,Did not use,42332,577538,0,21302905
2018,21,Total,specialized equipment,"Tested, but did not use in production or service",Tested only,28,3196,0,207027
2018,21,Total,specialized equipment,Low use,Used,3325,116357,0,6483966
2018,21,Total,specialized equipment,Moderate use,Used,4298,145468,0,7841484
2018,21,Total,specialized equipment,High use,Used,3922,178895,0,7644379
2018,21,Total,specialized equipment,Don't know,Unknown,3155,245555,0,12667076
2018,22,Total,artificial intelligence,Did not use,Did not use,55448,964801,0,39411717
2018,22,Total,artificial intelligence,"Tested, but did not use in production or service",Tested only,294,24030,0,1283171
2018,22,Total,artificial intelligence,Low use,Used,884,103130,0,4956496
2018,22,Total,artificial intelligence,Moderate use,Used,625,72569,0,6989245
2018,22,Total,artificial intelligence,High use,Used,144,4146,0,145911
2018,22,Total,artificial intelligence,Don't know,Unknown,3212,149675,0,6803220
2018,22,Total,cloud-based,Did not use,Did not use,38010,488333,0,18283158
2018,22,Total,cloud-based,"Tested, but did not use in production or service",Tested only,460,16813,0,729507
2018,22,Total,cloud-based,Low use,Used,0,0,0,0
2018,22,Total,cloud-based,Moderate use,Used,6276,290445,0,15378027
2018,22,Total,cloud-based,High use,Used,6954,247642,0,11907287
2018,22,Total,cloud-based,Don't know,Unknown,3987,154834,0,6936156
2018,22,Total,specialized software,Did not use,Did not use,34168,443505,0,17075735
2018,22,Total,specialized software,High use,Used,10542,392498,0,19328332
2018,22,Total,specialized software,"Tested, but did not use in production or service",Tested only,366,7240,0,402773
2018,22,Total,specialized software,Low use,Used,4305,88542,0,4071885
2018,22,Total,specialized software,Moderate use,Used,0,0,0,0
2018,22,Total,specialized software,Don't know,Unknown,3898,141588,0,6586298
2018,22,Total,robotics,Did not use,Did not use,57147,983081,0,42880195
2018,22,Total,robotics,"Tested, but did not use in production or service",Tested only,83,13883,0,1040592
2018,22,Total,robotics,Low use,Used,638,70673,0,3452343
2018,22,Total,robotics,Moderate use,Used,456,40103,0,3127981
2018,22,Total,robotics,High use,Used,118,67702,0,2752404
2018,22,Total,robotics,Don't know,Unknown,2528,144727,0,6406560
2018,22,Total,specialized equipment,Did not use,Did not use,45890,686908,0,27753497
2018,22,Total,specialized equipment,"Tested, but did not use in production or service",Tested only,223,7256,0,452274
2018,22,Total,specialized equipment,Low use,Used,2892,80346,0,3249172
2018,22,Total,specialized equipment,Moderate use,Used,4780,186721,0,11557348
2018,22,Total,specialized equipment,High use,Used,3294,188217,0,8920648
2018,22,Total,specialized equipment,Don't know,Unknown,3885,170706,0,7726980
2018,24,Total,artificial intelligence,Did not use,Did not use,79067,1185761,0,62154033
2018,24,Total,artificial intelligence,"Tested, but did not use in production or service",Tested only,607,39763,0,2650356
2018,24,Total,artificial intelligence,Low use,Used,1447,104960,0,7221023
2018,24,Total,artificial intelligence,Moderate use,Used,1093,60838,0,4924303
