state,naics_sector,impact,n_firms,n_emp
09,61,Increased STEM skills of workers employed by this business,0,0
09,61,Decreased STEM skills of workers employed by this business,0,0
09,61,Did not change STEM skills of workers employed by this business,0,0
09,61,"Not applicable, did not employ workers with STEM skills",0,0
10,61,Increased number of workers employed by this business,0,0
10,61,Decreased number of workers employed by this business,0,0
10,61,Did not change number of workers employed by this business,0,0
10,61,Increased skill level of workers employed by this business,0,0
10,61,Decreased skill level of workers employed by this business,0,0
10,61,Did not change skill level of workers employed by this business,0,0
10,61,Increased STEM skills of workers employed by this business,0,0
10,61,Decreased STEM skills of workers employed by this business,0,0
10,61,Did not change STEM skills of workers employed by this business,0,0
10,61,"Not applicable, did not employ workers with STEM skills",0,0
12,61,Increased number of workers employed by this business,0,0
12,61,Decreased number of workers employed by this business,0,0
12,61,Did not change number of workers employed by this business,0,0
12,61,Increased skill level of workers employed by this business,0,0
12,61,Decreased skill level of workers employed by this business,0,0
12,61,Did not change skill level of workers employed by this business,0,0
12,61,Increased STEM skills of workers employed by this business,0,0
12,61,Decreased STEM skills of workers employed by this business,0,0
12,61,Did not change STEM skills of workers employed by this business,0,0
12,61,"Not applicable, did not employ workers with STEM skills",0,0
11,61,Increased number of workers employed by this business,0,0
11,61,Decreased number of workers employed by this business,0,0
11,61,Did not change number of workers employed by this business,0,0
11,61,Increased skill level of workers employed by this business,0,0
11,61,Decreased skill level of workers employed by this business,0,0
11,61,Did not change skill level of workers employed by this business,0,0
11,61,Increased STEM skills of workers employed by this business,0,0
11,61,Decreased STEM skills of workers employed by this business,0,0
11,61,Did not change STEM skills of workers employed by this business,0,0
11,61,"Not applicable, did not employ workers with STEM skills",0,0
13,61,Increased number of workers employed by this business,0,0
13,61,Decreased number of workers employed by this business,0,0
13,61,Did not change number of workers employed by this business,0,0
13,61,Increased skill level of workers employed by this business,0,0
13,61,Decreased skill level of workers employed by this business,0,0
13,61,Did not change skill level of workers employed by this business,0,0
13,61,Increased STEM skills of workers employed by this business,0,0
13,61,Decreased STEM skills of workers employed by this business,0,0
13,61,Did not change STEM skills of workers employed by this business,0,0
13,61,"Not applicable, did not employ workers with STEM skills",0,0
15,61,Increased number of workers employed by this business,0,0
15,61,Decreased number of workers employed by this business,0,0
15,61,Did not change number of workers employed by this business,0,0
15,61,Increased skill level of workers employed by this business,0,0
15,61,Decreased skill level of workers employed by this business,0,0
15,61,Did not change skill level of workers employed by this business,0,0
15,61,Increased STEM skills of workers employed by this business,0,0
15,61,Decreased STEM skills of workers employed by this business,0,0
15,61,Did not change STEM skills of workers employed by this business,0,0
15,61,"Not applicable, did not employ workers with STEM skills",0,0
16,61,Did not change number of workers employed by this business,0,0
16,61,Increased number of workers employed by this business,0,0
16,61,Decreased number of workers employed by this business,0,0
16,61,Increased skill level of workers employed by this business,0,0
16,61,Decreased skill level of workers employed by this business,0,0
16,61,Did not change skill level of workers employed by this business,0,0
16,61,Increased STEM skills of workers employed by this business,0,0
16,61,Decreased STEM skills of workers employed by this business,0,0
16,61,Did not change STEM skills of workers employed by this business,0,0
16,61,"Not applicable, did not employ workers with STEM skills",0,0
17,61,Increased number of workers employed by this business,0,0
17,61,Decreased number of workers employed by this business,0,0
17,61,Did not change number of workers employed by this business,0,0
17,61,Increased skill level of workers employed by this business,0,0
17,61,Decreased skill level of workers employed by this business,0,0
17,61,Did not change skill level of workers employed by this business,0,0
17,61,Increased STEM skills of workers employed by this business,0,0
17,61,Decreased STEM skills of workers employed by this business,0,0
17,61,Did not change STEM skills of workers employed by this business,0,0
17,61,"Not applicable, did not employ workers with STEM skills",0,0
18,61,Increased number of workers employed by this business,0,0
18,61,Decreased skill level of workers employed by this business,0,0
18,61,Decreased number of workers employed by this business,0,0
18,61,Did not change number of workers employed by this business,0,0
18,61,Increased skill level of workers employed by this business,0,0
18,61,Did not change skill level of workers employed by this business,0,0
18,61,Increased STEM skills of workers employed by this business,0,0
18,61,Decreased STEM skills of workers employed by this business,0,0
18,61,Did not change STEM skills of workers employed by this business,0,0
18,61,"Not applicable, did not employ workers with STEM skills",0,0
19,61,Increased number of workers employed by this business,0,0
19,61,Decreased number of workers employed by this business,0,0
19,61,Did not change number of workers employed by this business,0,0
19,61,Increased skill level of workers employed by this business,0,0
19,61,Decreased skill level of workers employed by this business,0,0
19,61,Did not change skill level of workers employed by this business,0,0
19,61,Increased STEM skills of workers employed by this business,0,0
19,61,Decreased STEM skills of workers employed by this business,0,0
19,61,Did not change STEM skills of workers employed by this business,0,0
19,61,"Not applicable, did not employ workers with STEM skills",0,0
20,61,Decreased number of workers employed by this business,0,0
20,61,Increased number of workers employed by this business,0,0
20,61,Did not change number of workers employed by this business,0,0
20,61,Increased skill level of workers employed by this business,0,0
20,61,Decreased skill level of workers employed by this business,0,0
20,61,Did not change skill level of workers employed by this business,0,0
20,61,Increased STEM skills of workers employed by this business,0,0
20,61,Decreased STEM skills of workers employed by this business,0,0
20,61,Did not change STEM skills of workers employed by this business,0,0
20,61,"Not applicable, did not employ workers with STEM skills",0,0
21,61,Increased number of workers employed by this business,0,0
21,61,Decreased number of workers employed by this business,0,0
21,61,Did not change number of workers employed by this business,0,0
21,61,Increased skill level of workers employed by this business,0,0
21,61,Decreased skill level of workers employed by this business,0,0
21,61,Did not change skill level of workers employed by this business,0,0
21,61,Increased STEM skills of workers employed by this business,0,0
21,61,Decreased STEM skills of workers employed by this business,0,0
21,61,Did not change STEM skills of workers employed by this business,0,0
21,61,"Not applicable, did not employ workers with STEM skills",0,0
23,61,Increased number of workers employed by this business,0,0
23,61,Decreased number of workers employed by this business,0,0
23,61,Did not change number of workers employed by this business,0,0
23,61,Increased skill level of workers employed by this business,0,0
23,61,Decreased STEM skills of workers employed by this business,0,0
23,61,Decreased skill level of workers employed by this business,0,0
23,61,Did not change skill level of workers employed by this business,0,0
23,61,Increased STEM skills of workers employed by this business,0,0
23,61,Did not change STEM skills of workers employed by this business,0,0
23,61,"Not applicable, did not employ workers with STEM skills",0,0
22,61,Increased number of workers employed by this business,0,0
22,61,Decreased number of workers employed by this business,0,0
22,61,Did not change number of workers employed by this business,0,0
22,61,Increased skill level of workers employed by this business,0,0
22,61,Decreased skill level of workers employed by this business,0,0
22,61,Did not change skill level of workers employed by this business,0,0
22,61,Increased STEM skills of workers employed by this business,0,0
22,61,Decreased STEM skills of workers employed by this business,0,0
22,61,Did not change STEM skills of workers employed by this business,0,0
22,61,"Not applicable, did not employ workers with STEM skills",0,0
24,61,Increased number of workers employed by this business,0,0
24,61,Decreased number of workers employed by this business,0,0
24,61,Did not change number of workers employed by this business,0,0
24,61,Increased skill level of workers employed by this business,0,0
24,61,Decreased skill level of workers employed by this business,0,0
24,61,Did not change STEM skills of workers employed by this business,0,0
24,61,Did not change skill level of workers employed by this business,0,0
24,61,Increased STEM skills of workers employed by this business,0,0
24,61,Decreased STEM skills of workers employed by this business,0,0
24,61,"Not applicable, did not employ workers with STEM skills",0,0
25,61,Increased number of workers employed by this business,0,0
25,61,Decreased number of workers employed by this business,0,0
25,61,Did not change number of workers employed by this business,0,0
25,61,Increased skill level of workers employed by this business,0,0
25,61,Decreased skill level of workers employed by this business,0,0
25,61,Did not change STEM skills of workers employed by this business,0,0
25,61,Did not change skill level of workers employed by this business,0,0
25,61,Increased STEM skills of workers employed by this business,0,0
25,61,Decreased STEM skills of workers employed by this business,0,0
25,61,"Not applicable, did not employ workers with STEM skills",0,0
26,61,Increased number of workers employed by this business,0,0
26,61,Decreased number of workers employed by this business,0,0
26,61,Did not change number of workers employed by this business,0,0
26,61,Increased skill level of workers employed by this business,0,0
26,61,Decreased skill level of workers employed by this business,0,0
26,61,Did not change skill level of workers employed by this business,0,0
26,61,Increased STEM skills of workers employed by this business,0,0
26,61,Decreased STEM skills of workers employed by this business,0,0
26,61,Did not change STEM skills of workers employed by this business,0,0
26,61,"Not applicable, did not employ workers with STEM skills",0,0
27,61,Increased number of workers employed by this business,0,0
27,61,Decreased number of workers employed by this business,0,0
27,61,Did not change number of workers employed by this business,0,0
27,61,Increased skill level of workers employed by this business,0,0
27,61,Decreased skill level of workers employed by this business,0,0
27,61,Did not change skill level of workers employed by this business,0,0
27,61,Increased STEM skills of workers employed by this business,0,0
27,61,Decreased STEM skills of workers employed by this business,0,0
27,61,Did not change STEM skills of workers employed by this business,0,0
27,61,"Not applicable, did not employ workers with STEM skills",0,0
28,61,Increased number of workers employed by this business,0,0
28,61,Decreased number of workers employed by this business,0,0
28,61,Did not change number of workers employed by this business,0,0
28,61,Increased skill level of workers employed by this business,0,0
28,61,Decreased skill level of workers employed by this business,0,0
28,61,Did not change skill level of workers employed by this business,0,0
28,61,"Not applicable, did not employ workers with STEM skills",0,0
28,61,Increased STEM skills of workers employed by this business,0,0
28,61,Decreased STEM skills of workers employed by this business,0,0
28,61,Did not change STEM skills of workers employed by this business,0,0
29,61,Increased number of workers employed by this business,0,0
29,61,Decreased number of workers employed by this business,0,0
29,61,Did not change skill level of workers employed by this business,0,0
29,61,Did not change number of workers employed by this business,0,0
29,61,Increased skill level of workers employed by this business,0,0
29,61,Decreased skill level of workers employed by this business,0,0
29,61,Increased STEM skills of workers employed by this business,0,0
29,61,Decreased STEM skills of workers employed by this business,0,0
29,61,Did not change STEM skills of workers employed by this business,0,0
29,61,"Not applicable, did not employ workers with STEM skills",0,0
30,61,Increased number of workers employed by this business,0,0
30,61,Decreased number of workers employed by this business,0,0
30,61,Did not change number of workers employed by this business,0,0
30,61,Increased skill level of workers employed by this business,0,0
30,61,Decreased skill level of workers employed by this business,0,0
30,61,Did not change skill level of workers employed by this business,0,0
30,61,Increased STEM skills of workers employed by this business,0,0
30,61,Decreased STEM skills of workers employed by this business,0,0
30,61,Did not change STEM skills of workers employed by this business,0,0
30,61,"Not applicable, did not employ workers with STEM skills",0,0
31,61,Did not change skill level of workers employed by this business,0,0
31,61,Increased STEM skills of workers employed by this business,0,0
31,61,Decreased STEM skills of workers employed by this business,0,0
31,61,Did not change STEM skills of workers employed by this business,0,0
31,61,"Not applicable, did not employ workers with STEM skills",0,0
31,61,Decreased number of workers employed by this business,0,0
31,61,Increased number of workers employed by this business,0,0
31,61,Did not change number of workers employed by this business,0,0
31,61,Increased skill level of workers employed by this business,0,0
31,61,Decreased skill level of workers employed by this business,0,0
32,61,Increased number of workers employed by this business,0,0
32,61,Decreased number of workers employed by this business,0,0
32,61,Did not change number of workers employed by this business,0,0
32,61,Increased skill level of workers employed by this business,0,0
32,61,Decreased skill level of workers employed by this business,0,0
32,61,Did not change skill level of workers employed by this business,0,0
32,61,Increased STEM skills of workers employed by this business,0,0
32,61,"Not applicable, did not employ workers with STEM skills",0,0
32,61,Decreased STEM skills of workers employed by this business,0,0
32,61,Did not change STEM skills of workers employed by this business,0,0
33,61,Increased number of workers employed by this business,0,0
33,61,Decreased number of workers employed by this business,0,0
33,61,Did not change number of workers employed by this business,0,0
33,61,Increased skill level of workers employed by this business,0,0
33,61,Decreased STEM skills of workers employed by this business,0,0
33,61,Decreased skill level of workers employed by this business,0,0
33,61,Did not change skill level of workers employed by this business,0,0
33,61,Increased STEM skills of workers employed by this business,0,0
33,61,Did not change STEM skills of workers employed by this business,0,0
33,61,"Not applicable, did not employ workers with STEM skills",0,0
35,61,Increased number of workers employed by this business,0,0
35,61,Decreased number of workers employed by this business,0,0
35,61,Did not change number of workers employed by this business,0,0
35,61,Increased skill level of workers employed by this business,0,0
35,61,Decreased skill level of workers employed by this business,0,0
35,61,Did not change skill level of workers employed by this business,0,0
35,61,Increased STEM skills of workers employed by this business,0,0
35,61,Decreased STEM skills of workers employed by this business,0,0
35,61,Did not change STEM skills of workers employed by this business,0,0
35,61,"Not applicable, did not employ workers with STEM skills",0,0
34,61,Increased number of workers employed by this business,0,0
34,61,Decreased number of workers employed by this business,0,0
34,61,Did not change number of workers employed by this business,0,0
34,61,Increased skill level of workers employed by this business,0,0
34,61,Decreased skill level of workers employed by this business,0,0
34,61,Did not change skill level of workers employed by this business,0,0
34,61,Increased STEM skills of workers employed by this business,0,0
34,61,Decreased STEM skills of workers employed by this business,0,0
34,61,Did not change STEM skills of workers employed by this business,0,0
34,61,"Not applicable, did not employ workers with STEM skills",0,0
36,61,Increased number of workers employed by this business,0,0
36,61,Decreased number of workers employed by this business,0,0
36,61,Did not change skill level of workers employed by this business,0,0
36,61,Did not change number of workers employed by this business,0,0
36,61,Increased skill level of workers employed by this business,0,0
36,61,Decreased skill level of workers employed by this business,0,0
36,61,Increased STEM skills of workers employed by this business,0,0
36,61,Decreased STEM skills of workers employed by this business,0,0
36,61,Did not change STEM skills of workers employed by this business,0,0
36,61,"Not applicable, did not employ workers with STEM skills",0,0
37,61,Increased number of workers employed by this business,0,0
37,61,Decreased number of workers employed by this business,0,0
37,61,Did not change number of workers employed by this business,0,0
37,61,Increased STEM skills of workers employed by this business,0,0
37,61,Increased skill level of workers employed by this business,0,0
37,61,Decreased skill level of workers employed by this business,0,0
37,61,Did not change skill level of workers employed by this business,0,0
37,61,Decreased STEM skills of workers employed by this business,0,0
37,61,Did not change STEM skills of workers employed by this business,0,0
37,61,"Not applicable, did not employ workers with STEM skills",0,0
38,61,Decreased number of workers employed by this business,0,0
38,61,Increased number of workers employed by this business,0,0
38,61,Did not change number of workers employed by this business,0,0
38,61,Increased skill level of workers employed by this business,0,0
38,61,Decreased skill level of workers employed by this business,0,0
38,61,Did not change skill level of workers employed by this business,0,0
38,61,Increased STEM skills of workers employed by this business,0,0
38,61,Decreased STEM skills of workers employed by this business,0,0
38,61,Did not change STEM skills of workers employed by this business,0,0
38,61,"Not applicable, did not employ workers with STEM skills",0,0
39,61,Increased number of workers employed by this business,0,0
39,61,Decreased number of workers employed by this business,0,0
39,61,Did not change number of workers employed by this business,0,0
39,61,Increased skill level of workers employed by this business,0,0
39,61,Decreased skill level of workers employed by this business,0,0
39,61,Did not change skill level of workers employed by this business,0,0
39,61,Increased STEM skills of workers employed by this business,0,0
39,61,"Not applicable, did not employ workers with STEM skills",0,0
39,61,Decreased STEM skills of workers employed by this business,0,0
39,61,Did not change STEM skills of workers employed by this business,0,0
40,61,Increased number of workers employed by this business,0,0
40,61,Decreased number of workers employed by this business,0,0
40,61,Did not change number of workers employed by this business,0,0
40,61,Increased skill level of workers employed by this business,0,0
40,61,Decreased STEM skills of workers employed by this business,0,0
40,61,Decreased skill level of workers employed by this business,0,0
40,61,Did not change skill level of workers employed by this business,0,0
40,61,Increased STEM skills of workers employed by this business,0,0
40,61,Did not change STEM skills of workers employed by this business,0,0
40,61,"Not applicable, did not employ workers with STEM skills",0,0
41,61,Increased number of workers employed by this business,0,0
41,61,Decreased number of workers employed by this business,0,0
41,61,Did not change number of workers employed by this business,0,0
41,61,Increased skill level of workers employed by this business,0,0
41,61,Decreased skill level of workers employed by this business,0,0
41,61,Did not change skill level of workers employed by this business,0,0
41,61,Increased STEM skills of workers employed by this business,0,0
41,61,Decreased STEM skills of workers employed by this business,0,0
41,61,Did not change STEM skills of workers employed by this business,0,0
41,61,"Not applicable, did not employ workers with STEM skills",0,0
42,61,Increased number of workers employed by this business,0,0
42,61,Decreased number of workers employed by this business,0,0
42,61,Did not change number of workers employed by this business,0,0
42,61,Increased skill level of workers employed by this business,0,0
42,61,Decreased skill level of workers employed by this business,0,0
42,61,Did not change skill level of workers employed by this business,0,0
42,61,Increased STEM skills of workers employed by this business,0,0
42,61,Decreased STEM skills of workers employed by this business,0,0
42,61,Did not change STEM skills of workers employed by this business,0,0
42,61,"Not applicable, did not employ workers with STEM skills",0,0
44,61,Increased number of workers employed by this business,0,0
44,61,Decreased number of workers employed by this business,0,0
44,61,Did not change number of workers employed by this business,0,0
44,61,Increased skill level of workers employed by this business,0,0
44,61,Decreased skill level of workers employed by this business,0,0
44,61,Did not change skill level of workers employed by this business,0,0
44,61,Increased STEM skills of workers employed by this business,0,0
44,61,Decreased STEM skills of workers employed by this business,0,0
44,61,Did not change STEM skills of workers employed by this business,0,0
44,61,"Not applicable, did not employ workers with STEM skills",0,0
45,61,Decreased number of workers employed by this business,0,0
45,61,Increased number of workers employed by this business,0,0
45,61,Did not change number of workers employed by this business,0,0
45,61,Increased skill level of workers employed by this business,0,0
45,61,Decreased skill level of workers employed by this business,0,0
45,61,Did not change skill level of workers employed by this business,0,0
45,61,Increased STEM skills of workers employed by this business,0,0
45,61,Decreased STEM skills of workers employed by this business,0,0
45,61,Did not change STEM skills of workers employed by this business,0,0
45,61,"Not applicable, did not employ workers with STEM skills",0,0
46,61,Increased number of workers employed by this business,0,0
46,61,Decreased number of workers employed by this business,0,0
46,61,Did not change number of workers employed by this business,0,0
46,61,Increased skill level of workers employed by this business,0,0
46,61,Decreased skill level of workers employed by this business,0,0
46,61,Decreased STEM skills of workers employed by this business,0,0
46,61,Did not change skill level of workers employed by this business,0,0
46,61,Increased STEM skills of workers employed by this business,0,0
46,61,Did not change STEM skills of workers employed by this business,0,0
46,61,"Not applicable, did not employ workers with STEM skills",0,0
47,61,Increased number of workers employed by this business,0,0
47,61,Decreased number of workers employed by this business,0,0
47,61,Did not change number of workers employed by this business,0,0
47,61,Increased skill level of workers employed by this business,0,0
47,61,Decreased skill level of workers employed by this business,0,0
47,61,Did not change skill level of workers employed by this business,0,0
47,61,Increased STEM skills of workers employed by this business,0,0
47,61,Decreased STEM skills of workers employed by this business,0,0
47,61,Did not change STEM skills of workers employed by this business,0,0
47,61,"Not applicable, did not employ workers with STEM skills",0,0
48,61,Increased number of workers employed by this business,0,0
48,61,Decreased number of workers employed by this business,0,0
48,61,Did not change number of workers employed by this business,0,0
48,61,Increased skill level of workers employed by this business,0,0
48,61,Decreased skill level of workers employed by this business,0,0
48,61,Did not change skill level of workers employed by this business,0,0
48,61,Increased STEM skills of workers employed by this business,0,0
48,61,Decreased STEM skills of workers employed by this business,0,0
48,61,Did not change STEM skills of workers employed by this business,0,0
48,61,"Not applicable, did not employ workers with STEM skills",0,0
49,61,Increased number of workers employed by this business,0,0
49,61,Decreased number of workers employed by this business,0,0
49,61,Did not change number of workers employed by this business,0,0
49,61,Increased skill level of workers employed by this business,0,0
49,61,Decreased skill level of workers employed by this business,0,0
49,61,Did not change skill level of workers employed by this business,0,0
49,61,"Not applicable, did not employ workers with STEM skills",0,0
49,61,Increased STEM skills of workers employed by this business,0,0
49,61,Decreased STEM skills of workers employed by this business,0,0
49,61,Did not change STEM skills of workers employed by this business,0,0
50,61,Increased number of workers employed by this business,0,0
50,61,Decreased number of workers employed by this business,0,0
50,61,Did not change number of workers employed by this business,0,0
50,61,Increased skill level of workers employed by this business,0,0
50,61,Decreased skill level of workers employed by this business,0,0
50,61,Did not change skill level of workers employed by this business,0,0
50,61,Increased STEM skills of workers employed by this business,0,0
50,61,Decreased STEM skills of workers employed by this business,0,0
50,61,Did not change STEM skills of workers employed by this business,0,0
50,61,"Not applicable, did not employ workers with STEM skills",0,0
51,61,Increased number of workers employed by this business,0,0
51,61,Decreased number of workers employed by this business,0,0
51,61,Did not change number of workers employed by this business,0,0
51,61,Increased skill level of workers employed by this business,0,0
51,61,Decreased skill level of workers employed by this business,0,0
51,61,Did not change skill level of workers employed by this business,0,0
51,61,Increased STEM skills of workers employed by this business,0,0
51,61,Decreased STEM skills of workers employed by this business,0,0
51,61,Did not change STEM skills of workers employed by this business,0,0
51,61,"Not applicable, did not employ workers with STEM skills",0,0
53,61,Increased number of workers employed by this business,0,0
53,61,Decreased number of workers employed by this business,0,0
53,61,Did not change number of workers employed by this business,0,0
53,61,Increased skill level of workers employed by this business,0,0
53,61,Decreased skill level of workers employed by this business,0,0
53,61,Did not change skill level of workers employed by this business,0,0
53,61,Increased STEM skills of workers employed by this business,0,0
53,61,Decreased STEM skills of workers employed by this business,0,0
53,61,Did not change STEM skills of workers employed by this business,0,0
53,61,"Not applicable, did not employ workers with STEM skills",0,0
54,61,Increased number of workers employed by this business,0,0
54,61,Decreased number of workers employed by this business,0,0
54,61,Did not change number of workers employed by this business,0,0
54,61,Increased skill level of workers employed by this business,0,0
54,61,Decreased skill level of workers employed by this business,0,0
54,61,Did not change skill level of workers employed by this business,0,0
54,61,Increased STEM skills of workers employed by this business,0,0
54,61,Decreased STEM skills of workers employed by this business,0,0
54,61,Did not change STEM skills of workers employed by this business,0,0
54,61,"Not applicable, did not employ workers with STEM skills",0,0
55,61,Increased number of workers employed by this business,0,0
55,61,Decreased number of workers employed by this business,0,0
55,61,Did not change number of workers employed by this business,0,0
55,61,Increased skill level of workers employed by this business,0,0
55,61,Decreased skill level of workers employed by this business,0,0
55,61,Did not change STEM skills of workers employed by this business,0,0
55,61,Did not change skill level of workers employed by this business,0,0
55,61,Increased STEM skills of workers employed by this business,0,0
55,61,Decreased STEM skills of workers employed by this business,0,0
55,61,"Not applicable, did not employ workers with STEM skills",0,0
56,61,Increased number of workers employed by this business,0,0
56,61,Decreased number of workers employed by this business,0,0
56,61,Did not change number of workers employed by this business,0,0
56,61,Increased skill level of workers employed by this business,0,0
56,61,Decreased skill level of workers employed by this business,0,0
56,61,Did not change skill level of workers employed by this business,0,0
56,61,Increased STEM skills of workers employed by this business,0,0
56,61,Decreased STEM skills of workers employed by this business,0,0
56,61,Did not change STEM skills of workers employed by this business,0,0
56,61,"Not applicable, did not employ workers with STEM skills",0,0
01,62,Decreased number of workers employed by this business,0,0
01,62,Increased number of workers employed by this business,0,0
01,62,Did not change number of workers employed by this business,0,0
01,62,Increased skill level of workers employed by this business,0,0
01,62,Decreased skill level of workers employed by this business,0,0
01,62,Did not change skill level of workers employed by this business,0,0
01,62,Increased STEM skills of workers employed by this business,0,0
01,62,Decreased STEM skills of workers employed by this business,0,0
01,62,Did not change STEM skills of workers employed by this business,0,0
01,62,"Not applicable, did not employ workers with STEM skills",0,0
02,62,Increased number of workers employed by this business,0,0
02,62,Decreased number of workers employed by this business,0,0
02,62,Did not change number of workers employed by this business,0,0
02,62,Increased skill level of workers employed by this business,0,0
02,62,Decreased skill level of workers employed by this business,0,0
02,62,Did not change skill level of workers employed by this business,0,0
02,62,Increased STEM skills of workers employed by this business,0,0
02,62,Decreased STEM skills of workers employed by this business,0,0
02,62,Did not change STEM skills of workers employed by this business,0,0
02,62,"Not applicable, did not employ workers with STEM skills",0,0
04,62,Increased number of workers employed by this business,0,0
04,62,Decreased number of workers employed by this business,0,0
04,62,Did not change number of workers employed by this business,384,4624
04,62,Increased skill level of workers employed by this business,0,0
04,62,Decreased skill level of workers employed by this business,0,0
04,62,Did not change skill level of workers employed by this business,353,5651
04,62,Increased STEM skills of workers employed by this business,0,0
04,62,Decreased STEM skills of workers employed by this business,0,0
04,62,Did not change STEM skills of workers employed by this business,0,0
04,62,"Not applicable, did not employ workers with STEM skills",0,0
05,62,Increased number of workers employed by this business,0,0
05,62,Decreased number of workers employed by this business,0,0
05,62,Did not change number of workers employed by this business,0,0
05,62,Increased skill level of workers employed by this business,0,0
05,62,Decreased skill level of workers employed by this business,0,0
05,62,Did not change STEM skills of workers employed by this business,0,0
05,62,Did not change skill level of workers employed by this business,0,0
05,62,Increased STEM skills of workers employed by this business,0,0
05,62,Decreased STEM skills of workers employed by this business,0,0
05,62,"Not applicable, did not employ workers with STEM skills",0,0
06,62,Increased number of workers employed by this business,0,0
06,62,Decreased number of workers employed by this business,0,0
06,62,Did not change number of workers employed by this business,2421,26894
06,62,Increased STEM skills of workers employed by this business,957,16090
06,62,Increased skill level of workers employed by this business,1170,23994
06,62,Decreased skill level of workers employed by this business,0,0
06,62,Did not change skill level of workers employed by this business,1664,11841
06,62,Decreased STEM skills of workers employed by this business,0,0
06,62,Did not change STEM skills of workers employed by this business,1059,11957
06,62,"Not applicable, did not employ workers with STEM skills",861,7872
08,62,Increased skill level of workers employed by this business,0,0
08,62,Increased number of workers employed by this business,0,0
08,62,Decreased number of workers employed by this business,0,0
08,62,Did not change number of workers employed by this business,387,2458
08,62,Decreased skill level of workers employed by this business,0,0
08,62,Did not change skill level of workers employed by this business,0,0
08,62,Increased STEM skills of workers employed by this business,0,0
08,62,Decreased STEM skills of workers employed by this business,0,0
08,62,Did not change STEM skills of workers employed by this business,0,0
08,62,"Not applicable, did not employ workers with STEM skills",0,0
09,62,Did not change number of workers employed by this business,0,0
09,62,Increased number of workers employed by this business,0,0
09,62,Decreased number of workers employed by this business,0,0
09,62,Increased skill level of workers employed by this business,0,0
09,62,Decreased skill level of workers employed by this business,0,0
09,62,Did not change skill level of workers employed by this business,0,0
09,62,Increased STEM skills of workers employed by this business,0,0
09,62,Decreased STEM skills of workers employed by this business,0,0
09,62,Did not change STEM skills of workers employed by this business,0,0
09,62,"Not applicable, did not employ workers with STEM skills",0,0
10,62,Increased number of workers employed by this business,0,0
10,62,Decreased number of workers employed by this business,0,0
10,62,Did not change number of workers employed by this business,0,0
10,62,Increased skill level of workers employed by this business,0,0
10,62,Decreased skill level of workers employed by this business,0,0
10,62,Did not change skill level of workers employed by this business,0,0
10,62,Increased STEM skills of workers employed by this business,0,0
10,62,Decreased STEM skills of workers employed by this business,0,0
10,62,Did not change STEM skills of workers employed by this business,0,0
10,62,"Not applicable, did not employ workers with STEM skills",0,0
11,62,Increased number of workers employed by this business,0,0
11,62,Decreased number of workers employed by this business,0,0
11,62,Did not change number of workers employed by this business,0,0
11,62,Increased skill level of workers employed by this business,0,0
11,62,Decreased skill level of workers employed by this business,0,0
11,62,Did not change skill level of workers employed by this business,0,0
11,62,Increased STEM skills of workers employed by this business,0,0
11,62,Decreased STEM skills of workers employed by this business,0,0
11,62,Did not change STEM skills of workers employed by this business,0,0
11,62,"Not applicable, did not employ workers with STEM skills",0,0
12,62,Increased STEM skills of workers employed by this business,456,2019
12,62,Decreased STEM skills of workers employed by this business,0,0
12,62,Did not change STEM skills of workers employed by this business,0,0
12,62,"Not applicable, did not employ workers with STEM skills",471,5687
12,62,Increased number of workers employed by this business,0,0
12,62,Decreased number of workers employed by this business,0,0
12,62,Did not change number of workers employed by this business,1144,6845
12,62,Increased skill level of workers employed by this business,538,2468
12,62,Decreased skill level of workers employed by this business,0,0
12,62,Did not change skill level of workers employed by this business,855,8280
13,62,Did not change number of workers employed by this business,375,5859
13,62,Increased number of workers employed by this business,0,0
13,62,Decreased number of workers employed by this business,0,0
13,62,Increased skill level of workers employed by this business,254,3814
13,62,Decreased skill level of workers employed by this business,0,0
13,62,Did not change skill level of workers employed by this business,0,0
13,62,Increased STEM skills of workers employed by this business,0,0
13,62,Decreased STEM skills of workers employed by this business,0,0
13,62,Did not change STEM skills of workers employed by this business,0,0
13,62,"Not applicable, did not employ workers with STEM skills",0,0
15,62,Increased number of workers employed by this business,0,0
15,62,Decreased number of workers employed by this business,0,0
15,62,Did not change number of workers employed by this business,0,0
15,62,Increased skill level of workers employed by this business,0,0
15,62,Decreased skill level of workers employed by this business,0,0
15,62,Did not change skill level of workers employed by this business,0,0
15,62,Increased STEM skills of workers employed by this business,0,0
15,62,Decreased STEM skills of workers employed by this business,0,0
15,62,Did not change STEM skills of workers employed by this business,0,0
15,62,"Not applicable, did not employ workers with STEM skills",0,0
16,62,Increased number of workers employed by this business,0,0
16,62,Decreased number of workers employed by this business,0,0
16,62,Did not change number of workers employed by this business,0,0
16,62,Increased skill level of workers employed by this business,0,0
16,62,Decreased skill level of workers employed by this business,0,0
16,62,Did not change skill level of workers employed by this business,0,0
16,62,Increased STEM skills of workers employed by this business,0,0
16,62,Decreased STEM skills of workers employed by this business,0,0
16,62,Did not change STEM skills of workers employed by this business,0,0
16,62,"Not applicable, did not employ workers with STEM skills",0,0
17,62,Increased number of workers employed by this business,0,0
17,62,Decreased number of workers employed by this business,0,0
17,62,Did not change number of workers employed by this business,705,12902
17,62,Increased skill level of workers employed by this business,0,0
17,62,Decreased skill level of workers employed by this business,0,0
